id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21204		20200617	20200621	Open Expo Virtual Experience	Open Expo Virtual Experience	Open Expo Virtual		https://openexpoeurope.com/virtual-experience/	online			ES						<p>We are pleased to announce you that from June 17th to 21st you can be part of a unique event: OpenExpo Virtual Experience.</p><p>This initiative arises after the enormous success of our online activities within Innovation, Digital Transformation and Open Source, in which topics such as have been discussed Cybersecurity, Blockchain, IA, Virtual Reality, IoT, Big Data, … In addition to this, the good acceptance that other virtual events such as Red Hat Summit or Open Source Summit North America are having.</p><p>You will be able to enjoy more than 50 activities from technology and innovaton professionals, with the aim of promoting the ecosystem and generating networking.</p>			Business Event		Zero	https://www.eventbrite.es/e/openexpo-virtual-experience-innovation-digitaltransformation-opensource-registration-104619684292	First time online. Last time offline: 3500	ES	Open Expo	“Fireside Chats” 	2013				?	?	UTC+2						?							
21205		20200706	20200709	Xen Developer & Design Summit	Xen Developer & Design Summit		xendevsummit	https://events.linuxfoundation.org/xen-summit/	online			RO					https://events.linuxfoundation.org/xen-summit/attend/code-of-conduct/	<p>The Xen Project Developer and Design Summit brings together the Xen Project’s community of developers and power users for their annual developer conference. The conference is about sharing ideas and the latest developments, sharing experience, planning, collaboration and above all to have fun and to meet the community that defines the Xen Project.</p><p>As we shift from physical to virtual, you will have the ability to collaborate with the Xen community – to share best practices and innovate together. Attend presentations with live Q&A, attend our Design Sessions, and much more!</p>			Project Event	Xen	?	?	First time online	EN	Linux Foundation			arm			?	?	UTC+3													
21206		20200604	20200606	WordCamp Europe	WordCamp Europe 2020	Wordcamp	wceu20	https://2020.europe.wordcamp.org/	online			PT					https://2020.europe.wordcamp.org/code-of-conduct/	<p>Now in its 8th year, WordCamp Europe is an informal, community-organised gathering of WordPress enthusiasts – from casual users to Core developers – where we discuss all things WordPress, share ideas and get to know each other.</p><p>What is WordCamp Europe Online?</p><p>This year, we are making history by hosting WordCamp Europe 2020 Online – the first ever fully virtual WCEU.</p>	20200106	https://2020.europe.wordcamp.org/2019/10/23/call-for-speakers/#more-5	Project Event	Wordpress	Zero	https://2020.europe.wordcamp.org/tickets/	First time online	EN	WordPress	There is a “Contributor Day” for participants to get in touch with each other and without presentations.					There are Q&A sessions with speakers and network-rooms.	?	UTC+2													
21207		20200629	20200701	Pass the SALT	Pass the SALT 2020	Pass the SALT	pts20	https://2020.pass-the-salt.org/	online		Lille	FR	Polytech Lille	https://www.openstreetmap.org/way/79509053	50.60777	3.13636	https://2020.pass-the-salt.org/code-of-conduct/	<p>Dedicated to Free Software and Security.<br />Free as in free beer and as in Freedom.<br />English spoken conference.<br />3 days of talks & workshops. Lille, France.</p><p>This edition will be done remotely under a webinar format roughly at the same dates, June 29 - July 1.</p><p>Obviously, there will be only talks and no workshop. Sorry for that.</p>	20200331	https://cfp.pass-the-salt.org/	Community Event	Security	Zero	?	?	EN	Pass the Salt, Security and Libre Talks		2018				?	?	UTC+2	https://twitter.com/passthesaltcon												
																																																
21209		20200909	20200911	State of the Source Summit	State of the Source Summit			https://opensource.org/StateOfTheSource	online		Around the globe	Earth	On the internet				https://opensource.org/StateOfTheSource#COC	<p>A World-wide Open Source Summit: Build your local community, while engaging the global community.</p><p>The State of the Source Summit invites open source communities of practice from around the world to organize and contribute to a global conversation on the current state of open source software: non-technical issues that foster development and community, the licenses that enable collaboration, the practices that promote contribution, and the issues confronting cooperation.</p><p>State of the Source is an innovative program that follows the sun around the globe with regional projects, and communities in every timezone creating and delivering content relative to local open source issues and interests, while engaging with an international audience of peers.</p><p>Start:</p><ul><li>Palo Alto CA, USA, 2:00 PM PDT  (2100 UTC), Wednesday, September 9th, 2020</li><li>Wellington NZ, 9:00 AM NZST (2100 UTC), Thursday, September 10th, 2020</li></ul><p>End:</p><ul><li>Palo Alto CA, USA, 2:30 PM PDT (2130 UTC), Thursday, September 10th, 2020</li><li>Wellington NZ, 9:30 AM NZST (2130 UTC), Friday, September 11th, 2020</li></p></ul>	20200716	https://opensource.org/StateOfTheSource#CFP	Community Event	Open Source Initative, Licenses	Zero	?	First time online	EN	Open Source Initiative		2020	Red Hat,Bloomberg			To be defined.	To be defined.														
																																																
21211		20200828	20200830	Ich liebe die Logik & die Logik liebt mich	Ich liebe die Logik & die Logik liebt mich	Mondstern	Mondstern	https://www.topio.info/mondstern-ausstellung.htm			Berlin	DE	Topio – public space for privacy	https://www.openstreetmap.org/?mlat=52.52764&mlon=13.33804#map=19/52.52764/13.33804	52.52764	13.33804		"<p>Eine Ausstellung von <a href=""http://www.moooon.de"">@Mondstern</a> bei Topio - public space for Privacy in der Arminiusmarkthalle in Berlin Moabit. In seiner künstlerischen Arbeit dreht sich alles um freie Open-Source Anwendungen. In kleinen, bunten, quadratischen Bildern malt er die vielfältige Welt der Apps aus dem F-Droid Store oder der Entwicklungsplattform Codeberg.Mit seiner Arbeit fokussiert er den Blick auf die freie Opensource Software-Szene.</p><p>Vernissage: 28.08.2020, 18h. Die Ausstellung ist Paralell zum <a href=""https://ortstermin.kunstverein-tiergarten.de"">Kunstfestival Ortstermin</a> auch am 29 und 30 August zu besichtigen.</p> "			Festival	Mondstern	Zero	No		Universal picture language			2020																			
																																																
21213		20210605	20210606	esLibre	esLibre 2021		esLibre	https://eslib.re/2021/	online	/img/eventbanners/2021/2021-banner_eslibre.png 			On the internet					<p>La edición del año 2021 de esLibre también será finalmente online, esta vez organizada por parte de LibreLabUCM. Por lo pronto, puedes echarle un ojo a la propuesta que presentaron para la edición de este año.</p><p>Antes de nada, desde LibreLabUCM nos gustaría felicitar a la organización de esLibre 2020 por la edición anterior que fue todo un éxito apesar de las dificultades que vivimos.</p><p>Somos LibreLabUCM, una asociación formada por entusiastas del software libre y la ciberseguridad. Desde hace tiempo que seguimos esLibre y por ello nos hemos candidatado este año a organizarlo, ya que también difundimos los principios y objetivos del evento. ¿Por qué no candidatarse?</p><p>La edición esLibre 2021, será online al igual que la edición anterior aunque contará con algunas novedades/diferencias que iremos anunciando a lo largo de los próximos meses.</p><p>Para finalizar esta entrada, agradecer también a LibreLabGRX, Interferencias, la OfiLibre del Conocimiento y Cultura Libre y HackMadrid%27 por colaborar con el evento.</p>	20210604	https://eslib.re/2021/proposals/	Community Event		Zero	No	?	ES	LibreLabUCM		2019						UTC+2	https://twitter.com/esLibre_	https://hostux.social/@eslibre/	https://t.me/esLibre	https://gitlab.com/eslibre									
21214		20210822	20210829	DebConf	DebConf 21	DebConf	DebConf	https://debconf21.debconf.org/	online				On the Internet				https://debconf21.debconf.org/about/coc/	<p>Though we invite proposals on any Debian or FLOSS related subject, we have some broad topics on which we encourage people to submit proposals, including but not limited to:</p><ul><li>Introduction to Free Software & Debian</li><li> Packaging, policy, and Debian infrastructure</li><li>Systems administration, automation and orchestration</li><li>Cloud and containers</li><li>Security</li><li>Community, diversity, local outreach and social context</li><li>Internationalization, Localization and Accessibility</li><li>Embedded & Kernel</li><li>Debian in Arts & Science</li><li>Debian Blends and Debian derived distributions</li></ul>	20210620	https://debconf21.debconf.org/cfp/	Project Event	Debian	Zero	?	?	EN	Debian Hackers		2000	Lenovo, informaniak			To be defined.	To be defined.		https://twitter.com/debconf												
21215		20200617	20200621	GNUnet hackdays	GNUnet hackdays online	gnunet	gnunet	https://md.hasi.it/s/gnunet#	online				On the internet					Start by WED June 17th with some minor/broader sessions, getting fuller & tighter by Fri+Sat, wrap-up on Sunday JUN 21st.			Community Event	Gnunet	Zero	?	?	EN							BBB, freenode, mumble	All FOSS														
21216		20210617	20210618	Open Source Lisbon	Open Source Lisbon 2021	OpenSourceLx	OpenSourceLx	https://opensourcelisbon.com/	online	/img/eventbanners/2021/2021-open-source-lisbon.png 			On the internet				https://www.opensourcelisbon.com/code-of-conduct	<p>Powered by Syone, Open Source Lisbon is the biggest Open Source event in Portugal. This year, we'll have a two-day online event to celebrate the Portuguese Presidency of the European Union and the Open Source software strategy outlined by the European Commission. The 19th edition of Open Source Lisbon will be the perfect event to spread Europe's vision as a leader in adopting open technologies, share open source discussions with the community and to show how technology can improve citizens life quality.​ The first day will be dedicated to the Public Sector and European Union subjects. On the second, we’ll have our well-known event, talking about the Open Source Mindset in a Shifting World. And you're invited for both!</p>			Community Event		Zero	https://www.opensourcelisbon.com/contact-us	600 (online)	EN	Syone		2003		"""Open Source Mindset in a Shifting World"""	To be defined.			UTC+1	https://twitter.com/opensourcelx				https://www.instagram.com/opensourcelisbon/	https://www.linkedin.com/showcase/opensourcelisbon/	https://www.facebook.com/OpenSourceLisbon/						
21217		20200926	20200927	Software Freedom Kosova	Software Freedom Kosova Conference 2020	SFK		https://flossk.org/events/sfk-2020-conference/	online				On the internet					<p>Software Freedom Kosova is coming up online on 26-27 September!</p><p>Software Freedom Kosova is an annual international conference held in Kosovo organized to promote free/libre open-source software, free culture, and an open society.</p><p>Every year, SFK brings together developers and software users, artists, entrepreneurs, and leaders to collaborate, learn and share common interests in the field of open technology through a combination of lectures, training, and workshops.</p><p>This conference is organized by FLOSSK, a non-governmental, not for profit organization, dedicated to the promotion of software freedom and related philosophies.</p><p>Due to the institutional regulations following the health and safety situation, this year FLOSSK is moving the conference online. The conference will roll out on the weekend, 26-27 September 2020 with a program of various presentations and workshops for this year’s theme: Sensors for Good. We aim to deal with sensors as electronic components, the data they produce, the science derived from them, the software built to present their data into actionable information and social implications.</p><p>Join us for two full days of talks, discussion panels and workshops at the 9th edition of Software Freedom Kosova!</p><p>—</p><p>Software Freedom Kosova 2020 po vjen online më 26-27 shtator!</p><p>Software Freedom Kosova është konferenca vjetore ndërkombëtare e mbajtur në Kosovë dhe e organizuar për të promovuar softuerin e lirë dhe me kod burimor të hapur, kulturën dhe shoqërinë e hapur.</p><p>Çdo vit SFK mbledh zhvillues dhe përdorues të softuerit, artistë, ndërmarrës dhe liderë për të bashkëpunuar, mësuar dhe ndarë interesa të përbashkëta në fushën e teknologjisë së hapur përmes kombinimit të prezantimeve, trajnimeve dhe punëtorive.</p><p>Kjo konferencë organizohet nga FLOSSK, një organizatë jo-qeveritare dhe jo-fitimprurëse, e dedikuar në promovimin e lirisë softuerike dhe filozofive të ndërlidhura.</p><p>Për shkak të rregullave institucionale për situatën shëndetësore, këtë vit FLOSSK do të zhvendosë konferencën online. Konferenca do të mbahet më datat 26 dhe 27 shtator 2020, vikend, me një program të prezantimeve të ndryshme dhe punëtorive me temën e këtij viti: Sensors for Good (Sensorët për të mirë). Dëshirojmë të tregojmë përdorimin e sensorëve si mjete elektronike, të përdorim të dhënat që ato prodhojnë, shkencën që nxirret prej tyre, softuerin që përdoret për të prezantuar të dhënat e tyre në informacion të qasshëm, dhe implikimet sociale.</p><p>Na bashkohuni për dy ditë me ligjërata, panele diskutimi dhe punëtori në edicionin e 9-të të Software Freedom Kosova.</p>			Community Event	FLOSSK	Zero	no	300	EN	Free Libre Open Source Software Kosova		2011		Sensors for good				UTC+2	http://twitter.com/flosskosova	https://mastodon.cloud/@flossk											
21218		20200926	20200926	JoomlaDay Germany	JoomlaDay Germany		JD20DE	https://www.joomladay.de/	online				On the internet				nococ	<p>Die deutsche Joomla! Konferenz</p><p>Dieses Jahr online!</p>	20200515	https://www.joomladay.de/call-for-papers	Project Event	Joomla	Der JoomlaDay ist dieses Jahr kostenfrei. Ihr könnt uns aber gerne mit einer Spende unterstützen. Das Geld kommt dem Verein J and Beyond e.V. zu gute und wird für die Finanzierung zukünftigen Events verwendet.	yes	180	DE	Viviana Menzel and Nadja Lamisch, team@joomladay.de	<p>J!Otto 2020 - Online Verleihung</p><p>Die Verleihung des J!Otto ist ein fester Bestandteil des deutschen JoomlaDays.</p><p>Auch wenn dieses Jahr die Preise ohne Händedruck und Umarmung übergeben werden - mach mit! Gewinne für deine Seite einen J!Otto und zeig der Community, was mit Joomla alles möglich ist.</p><p>Auf der Seite https://jotto-deutschland.de findest du alle Informationen.</p><p>Wir freuen uns auf deine Einreichungen!</p>				To be defined.	To be defined.	To be defined.	UTC+2	https://twitter.com/joomlatag												
21219		20201024	20201024	HacktoberdayMadrid	HacktoberdayMadrid	HacktoberdayMadrid	HacktoberdayMadrid	https://hacktoberday.librelabucm.org/	online			ES	On the internet				nococ	<p>Normalmente, desde la asociación de estudiantes LibreLabUCM organizamos/colaboramos un evento local del HacktoberFest en nuestra Facultad.</p><p>Este año debido a la situación en la que nos encontramos nos daba mucha pena no organizar algo físico y pensamos en... ¿Por qué no organizar un evento online que incluya el HacktoberFest dónde se puedan promover herramientas open-source con charlas/talleres?</p>	20201001	https://nextcloud.librelabucm.org/apps/forms/Wpoc6qnnCLLeRagp	Community Event		Zero	no	?	ES	LibreLabUCM					To be defined.			UTC+2													
21220		20200611	20200612	Open 2020	Open 2020				online	/img/eventbanners/2020/2020-open2020-reinvented.jpg			On the internet					<p>OPEN 2020 is a collaborative online event for anyone that is interested in creating a world which places people and planet before profit.</p><p>Recognising that there are hundreds of thousands of groups and communities working on this general objective… but a lack of inter-connection and collaboration, OPEN 2020 aims to bring together as many people as possible from different communities and commons building projects, to collectively figure out:</p><p>How to enable small groups to form, exchange ideas, define shared purposes, to collaborate effectively, and trade – within a global network of like minded commons building initiatives.</p><p>We could be so much more effective if we gathered around a single platform or shared information via a single protocol in order to benefit from ‘the network effect’ of a united ‘cooperative advantage’. This is our chance to co-create the future we want, together!</p>			Community Event	commons, non-profit	1367.39 GBP	https://opencollective.com/open-coop/events/open-2020-networked-commons-initiatives-9b91f4ca#section-tickets	150 – now first time online	EN	The Open Co-op		2017		Reinvented	To be defined.																
21221		20200825	20200830	Zukunft für alle	Zukunft für alle			https://zukunftfueralle.jetzt/	online				On the internet					<p>Der Zukunft Für Alle Kongress findet statt. Auf einem digitalen Kongressgelände erwarten euch mehr als 200 Workshops, 13 Fachpodien sowie vier Abendpodien zu den großen Fragen zu einer Zukunft Für Alle. Außerdem gibt es ein vielfältiges nicht-digitales Kunst- und Kulturprogramm in Leipzig. Thematisch ist das Programm in 15 Themenstränge untergegliedert.</p><p>Wir freuen uns auf mehr als 250 Sprecher*innen und Referent*innen, darunter zum Beispiel Natasha A. Kelly, Bini Adamczak, Nilüfer Koç (Ko-Vorsitzende des Kurdischen Nationalkongresses), Uwe Meinhardt (Vorstand IG Metall für Grundsatzfragen und Gesellschaftspolitik), Alassane Dicko (afrique-europe interact, Mali), Lann Hornscheidt und Dagmar Paternoga (attac).</p><p>Neben dem Workshop- und Podienprogramm wird es diverse digitale und analoge Kunst- und Kulturveranstaltungen geben. Auf dem digitalen Kongressgelände wird es zudem die Möglichkeit geben, sich informell auszutauschen; in öffentlichen Räumen ebenso wie im kleineren Kreis oder in geschützten Räumen wie zum Beispiel BIPoC-Empowerment-Räumen.</p>			Community Event		70 € (recommended donation)	yes	First Edition	DE	Konzeptwerk Neue Ökonomie																					
21222		20201227	20201230	rC3 – remote Chaos Experience	rC3 – remote Chaos Experience	rC3	rC3		online			DE	On the internet					<p>This year, CCC hosts the Remote Chaos Experience (rC3) instead of an on-site event in Leipzig. This endeavor requires creativity, joy of experimentation and active support.</p><p>A face-to-face event with 17,000 people will be neither responsible nor legally feasible this year. But after this tedious and painful 2020, we really deserve a nice finale! This is why the rC3 – Remote Chaos Experience will be held. As much as virtually possible, we want to convey the joy, content, togetherness and wonderful madness that make up a Chaos Communication Congress.</p><p>Hackers are used to remote work and online meetings. This makes our annual face-to-face meetings all the more important. Of course, it will be difficult to re-enact online all the things that make Congress what it is for us. But then someone said it would be impossible. Our ambition was aroused.</p><p>Just like every year, we want to see the concentrated energy and creativity of hackers with dedication. What can I expect?</p><p>rC3 will be a variety of distributed small local events in hackspaces with a joint program of streamed talks, online workshops, art, culture and various forms of networked togetherness..</p>			Community Event	ccc	?	?	17.000 – Now first time online	DE	Chaos Computer Club		1984			To be defined.	To be defined.	To be defined.	UTC+1													
21223		20201010	20201011	Arch Conf	Arch Conf Online 2020	Arch Conf	archconf2020	https://conf.archlinux.org/	online				On the internet					<p>During the weekend of 10th and 11th of October there is going to be an online Arch Linux conference. The details are currently being worked on, but the Call for Participation has been published and people can submit their talk ideas until the 18th of September.</p><p>All talks are expected to be recorded as it will ease the planning for the live portion of the stream, however there are going to be live Q&A session with the presenters if they are available. For accepted submissions the recording should be submitted no later then 7 days prior to the conference. Information how to record a talk is available on the conference page.</p><p>For any questions please email archconf@archlinux.org</p><p>Cheers from the conference team!</p>			Community Event	arch linux	Zero	no	20	EN	Arch Linux	Pacman, Packaging	Arch Conf was first held in 2010, and a second iteration was held in 2019			To be defined.	To be defined.	To be defined.														
21224		20201016	20201018	CMS UnConference / Open Web Lounge 2020			cmsgconf, openweblounge	https://www.open-web-lounge.org/	online				On the internet					<p>This year as an online event, fully powered by self-hosted free and open source software (i. e. no Zoom & Co). Free as in free beer!</p><p>The offical CMS Garden conference is an UnConference or BarCamp: Any session (prepared or spontaneously) will be announced informally. You may announce your topic wishlist as well. Usually there will be someone willing to hold a lecture on it. We know from many common activities that it need no more organization than this for a fertile sharing of expertise. Let yourself be inspired, educated, enthused!</p><p>This year will be different because of known reasons: It will be an online barcamp. Stay tuned for detailed information!</p>		https://openspacer.org/177-cms-garden-unconference/252-cms-unconference-open-web-lounge-2020/?_locale=de	Unconference		Zero	yes	?	EN	CMS Garden	Bring your (!) own topics, no matter if you can hold a lecture, just want to suggest a session topic or invite to a discussion. 	?			To be defined.	To be defined.	To be defined.														
21225		20201003	20201004	Nextcloud Conference 2020	Nextcloud Conference 2020		Nc2020	https://nextcloud.com/conf-2020/	online				On the internet				https://nextcloud.com/community/code-of-conduct/	<p>Annually bringing the global Nextcloud Contributor Community together for a week of coding, design, discussion, talks & fun.</p><p>Join from wherever you are - the event is taking place as a live online event space 🛰</p>			Project Event	nextcloud	Zero	yes	?	EN	Nextcloud Gmbh				Home Office	To be defined.	To be defined.	To be defined.														
21226		20200926	20200926	Flisol A Coruña	Flisol A Coruña 2020			https://flisol2020acoruna.gitlab.io/index.html	online	/img/eventbanners/2020/2020-flisol-a-coruna.png			On the internet					<p>El FLISoL es el evento de difusión de Software Libre más grande en Latinoamérica y está dirigido a todo tipo de público: estudiantes, académicos, empresarios, trabajadores, funcionarios públicos, entusiastas e incluso personas que no poseen mucho conocimiento informático.</p><p>La entrada es gratuita y su principal objetivo es promover el uso del software libre, dando a conocer al público en general su filosofía, alcances, avances y desarrollo.</p>			Community Event	flisol, melisa, bricolabs, amtega, galicia	Zero	no	?	ES	Asociación de usuarios de software libre da Terra de Melide (Melisa) & BricoLabs			Axencia para a Modernización Tecnolóxica de Galicia (Amtega) & Xunta de Galicia 		Youtube, RocketChat, BigBlueButton	To be defined.	To be defined.	UTC+2				https://gitlab.com/flisol2020acoruna									
21227		20201111	20201111	L1brecon	L1brecon		Librecon20	https://www.librecon.io	online			ES	On the internet					<p>Ya está aquí el nuevo L1BRECON, el escaparate internacional de las tecnologías OPEN. Una edición más, la novena, Bilbao acoge el 11 de noviembre el gran encuentro bianual donde conocerás los últimos avances en el mundo de las tecnologías abiertas aplicadas al sector público, industrial, educativo y comercial.</p><p>Con el fin de adaptarnos al contexto actual, nos hemos reinventado para ofrecerte un L1BRECON totalmente nuevo, online, con contenidos de gran interés y un formato novedoso, lo que lo convierte en un evento aún más interactivo, participativo y dinámico.</p><p>ESLE, la asociación de empresas de tecnologías libres y conocimiento abierto de Euskadi, y ASOLIF, la federación nacional de empresas de software libre, estamos preparando con gran ilusión esta próxima edición, con contenidos de gran interés y espacio para el networking. L1BRECON se dirige a entidades del sector social, clústeres profesionales, CIO/CTO/CEOS, sector formativo y académico y comunidad OPEN.</p><p>En un contexto de oportunidad para la transformación digital, LIBRECON se convierte en el gran foro de debate y oportunidades de negocio. Vive L1BRECON, la gran experiencia en torno a las tecnologías OPEN.</p>			Exhibition	else, asolif	Zero		?	ES	ESLE & ASOLIF		2018		Tecnología Open para los nuevos retos	To be defined.			UTC+2	https://mobile.twitter.com/librecon					https://es.linkedin.com/in/librecon							
21228		20201120	20201122	Akademy-es	Akademy-es 2020			https://www.kde-espana.org/akademy-es-2020	online			ES	On the internet					<p>Akademy-es es el encuentro anual de desarrolladores, colaboradores y usuarios de KDE en España, que se celebra desde el año 2006 en distintas ciudades del territorio español y con ésta se llegará a la decimoquinta edición.</p><p>Este año Akademy-es 2020 se celebrará en línea aprovechando las tecnologías libres de telecomunicaciones del 20 al 22 de Noviembre</p>	20201018	https://www.kde-espana.org/akademy-es-2020/presenta-tu-charla	Community Event	KDE,	Zero	?	?	ES	KDE España					To be defined.	To be defined.	To be defined.	UTC+2													
21229		20211113	20211114	Tux-Tage	Tux-Tage 2021			https://www.tux-tage.de/	online				On the internet					<p>Tux-Tage ist eine live moderierte Online-Veranstaltung, die aus Vorträgen, Diskussionen, Workshops und vielem mehr rund um die Freie Software-Welt besteht. Die nächste Veranstaltung findet am 13. und 14. November 2021 statt.</p><p>Jeder ist herzlich eingeladen, daran teilzunehmen, neue Kontakte zu schließen, Eindrücke und Erfahrungen zu sammeln und neues kennenzulernen. Ohne Einschränkung – Unabhängig vom Wohnort</p>	20210926	https://www.tux-tage.de/vortragen/	Community Event	Linux	Zero	?	?	DE	Volunteers				Menschen & Wissen vernetzen	Youtube, Jitsi	Presentations in Youtube and chatrooms in Jitsi	To be defined.	UTC+2	https://twitter.com/TuxTage	https://mastodon.online/@tuxtage2020											
21230		20201122	20201122	GNU Guix Day Conference	GNU Guix Day Conference 2020	Guix Days	guix	https://guix.gnu.org/en/blog/2020/online-guix-day-announce-1/	online	/img/eventbanners/2020/2020-guix-days-online.png			On the internet				http://git.savannah.gnu.org/cgit/guix.git/tree/CODE-OF-CONDUCT	<p>The Guix hackers are very happy to announce the first online Guix Day Conference on Sunday November, 22nd. This conference is open to everyone and will be held entirely online. Want to speak? Submit your proposal!</p><p>Important dates:</p><ul><li>November 6th: Deadline for talks proposal.</li><li>November 14th: Deadline for releasing your pre-recorded talks.</li><li>November 16th: Release of the schedule.</li><li>November 22nd: Conference day!</li></ul><p>The agenda of the day is:</p><ul><li>pre-recorded talks with live question and answer sessions</li><li>birds of a feather (BoF) sessions</li><li>lightning round talks, if possible</li><li>hack together</li></ul><p>There will be no presentation on the 22nd! And no registration fee.</p>	20201106	https://guix.gnu.org/en/blog/2020/online-guix-day-announce-1/	Project Event	Guix, GNU, scheme, distribution	Zero	no	?	EN	Guix Hackers					https://audio-video.gnu.org/, IRC	pre-recorded talks with live question and answer sessions in preparation of an hackathon	Highly FOSS and Free Culture friendly: pre-recorded talks are presented on audio-video.gnu.org, q&a is happening on IRC.														
21231		20210512	20210513	OSS2021	17th International Conference on Open Source Systems		OSS2021	https://www.oss2021.org/	offline		Lahti	FI	LUT University Lahti Campus	https://www.openstreetmap.org/node/1918633172	61.00651	25.65507		<p>The 17th edition of the International Conference on Open Source Systems (OSS 2021), true to the conference traditions, will be a holistic forum on the advances in the theory and practice of FLOSS, for people from very diverse backgrounds. All traditional OSS topics will be covered and welcome (see full list below). In addition, OSS 2021 will have a special focus on large-scale open source, covering topics such as, but not limited to:</p><ul><li>The use of FLOSS in large organizations, including private for-profit corporations, major non-profit organizations, large public administrations, etc.</li><li>The migration to FLOSS from proprietary systems in said large organizations.</li><li>The development and maintenance of very large FLOSS systems, such as individual software products made of multi-million lines of code or entire software ecosystems encompassing tens of thousand components.</li><li>The study and analysis of very large FLOSS systems, as defined above, focusing on traits such as evolution, quality, and health, of both the systems themselves and the associated communities.</li><li>Wide-area collaboration and peer production using FLOSS and/or aimed at developing them. Due to the ongoing COVID-19 pandemic, experience reports about how FLOSS systems have enabled remote work, remote conferences, or remote collaboration will be particularly welcome.</li></ul><p>OSS 2021 will bring together people from industry and academia to share experiences and ideas as well as to provide an archival source for scholarly papers on FLOSS topics. The conference will also inform and educate practitioners, identify directions for further research, and offer a platform for ongoing technology transfer.</p>	20210103	https://www.oss2021.org/track/oss-2021-papers	Science Event	foss,floss	?			EN																						
21232		20210806	20210810	May Contain Hackers	May Contain Hackers	MCH2021	mch2021	https://mch2021.org/#/	offline	/img/eventbanners/2021/2021-may-contain-hackers.png	Zeewolde	NL	Scoutinglandgoed Zeewolde	https://osm.org/go/0E65_AaQ?layers=HN&m=	52.2843	5524		<p>MCH2021 is the successor of a string of similar events happening every four years since 1989. These are GHP, HEU, HIP, HAL, WTH, HAR, OHM and SHA.</p><p>Similar events are EMF 2020 in the UK, Bornhack 2020 in Denmark, Fri3d Camp in Belgium, IHC in Italy and CCC Camp 2023 in Germany.</p><p>The location is the Scoutinglandgoed Zeewolde, 55km east of Amsterdam.</p><p>The event is organized for and by volunteers from and around all facets of the worldwide hacker community.</p><p>Knowledge sharing, technological advancement, experimentation, connecting with your hacker peers and of course hacking are some of the core values of this event.</p>	20210201	https://conference.mch2021.org/mch2021-2020/submit/	Camping, Community Event		360 Euro	yes	3500	EN	Volunteers	Villages: Any size of community can announce a space for themselves. 	1989							https://twitter.com/MCH2021	https://chaos.social/@mch2021								cancelled			Unfortunately this event was cancelled due to the Corona pandemic. Also see the organiser‘s <a href=“https://mch2021.org/#/Blog/breakpoint-update“ target=“_blank“>blog post</a>.
21233		20210222	20210225	preCICE2021	preCICE Workshop 2021	preCICE2021	precice2021	https://www.precice.org/preCICE2021/	online	/img/eventbanners/2021/2021-precice.svg			On the internet					<p>The second workshop of the free simulation coupling library preCICE</p><p>Continuing from the success of the preCICE Workshop of February this year, we are pleased to announce the 2nd preCICE Workshop to be held from the 22nd to 25th of February 2021 online. The workshop in February showed us the diversity of users from across the globe, and we are excited to continue to interact with all users/developers/interested-persons and enthusiasts of preCICE.</p><p>We will once again be including a mixture of talks, including developer and user talks, and hands-on workshop sessions.</p>	20210107	https://www.precice.org/preCICE2021/	Science Event	preCICE, multi-physics simulations, fluid-structure interaction, OpenFOAM, CalculiX, deal.II, FeniCS	50€ (early registration), 100€ (late), possibility for exemption	yes	40	EN	University of Stuttgart		2020 (offline)			BigBlueButton	Q&A, breakout rooms	To be defined.	UTC+1	https://twitter.com/preCICE_org 			https://github.com/precice/									
21234		20210128	20210128	Univention Summit	Univention Summit			https://www.univention-summit.com/	online				On the internet					<p>Digital Sovereignty for companies, the education sector and the state is more relevant than ever and will be the focus of the Univention Summit 2021. Therefore projects such as Phoenix - the development of an Open Source web workplace for public administration - and the Sovereign Cloud Stack (SCS) - the open and federated IT infrastructure of Gaia X - are on the agenda.</p><p>The participants of the Univention Summit 2021 will also learn all about the new features and technical basis of UCS 5 and UCS@school 5. Further users will report on best practices in the use of UCS and UCS@school. And numerous manufacturers and IT service providers will be there, presenting their IT services in workshops and in the accompanying exhibition.</p>			Community Event	Univention, Phoenix,Gaia X	30 Euro	https://www.univention-summit.com/registration/	?	EN	Univention Gmbh					Venueless	Streams, Q&A, virtual trade fairs, Barcamp	"<p><span class=""badge badge--red"">None</span></p> <p>Users must use non-free software to fully connect or participate</p>"	UTC+1													
